product_id,brand,model,model_number,company,product_name,series,processor,graphics_processor,dedicated_graphics,ram_gb,base_clock_ghz,cache,storage_description,storage_gb,storage_type,screen_size_inch,resolution,resolution_width,resolution_height,resolution_pixels,weight_kg,dimensions,length_mm,width_mm,thickness_mm,operating_system,wifi,bluetooth_version,number_of_usb_ports,usb_port_description,usb_2_count,usb_3_count,usb_total_parsed,touch_screen,fingerprint_sensor,internal_mic,pointer_device,battery_cell,colour,mic_in,speakers,multi_card_slot,rj45_lan,hdmi_port,ethernet,price_inr,rating_score,total_ratings,rating_1_pct,rating_2_pct,rating_3_pct,rating_4_pct,rating_5_pct,product_type,id,text,touchpad
LAP_e39250da012a,Micromax,Canvas LT666,LT666,micromax,"Micromax Canvas LT666 Laptop (Windows 10, 2GB RAM, 32GB HDD, Intel Atom, Black)",Canvas,Intel Atom Quad Core 4th Gen Z3735F,Intel Integrated HD Graphics,False,2.0,1.33,2MB,,2.0,HDD,10.1,1280x800 pixels,1280.0,800.0,1024000.0,2.1,,,,,Windows 10,802.11 b/g/n,4.0,1,1 x USB 2.0,1,0,1.0,True,False,Yes,Trackpad,,Grey,Yes,,1 Micro SD Card Reader,Yes,,,9500.0,3.3,354.0,29.0,6.0,9.0,18.0,38.0,laptop,LAP_e39250da012a,"Brand: Micromax. Model: Canvas LT666. Product: Micromax Canvas LT666 Laptop (Windows 10, 2GB RAM, 32GB HDD, Intel Atom, Black). Processor: Intel Atom Quad Core 4th Gen Z3735F. RAM: 2.0 GB. Storage capacity: 2.0 GB. Storage type: HDD. Graphics processor: Intel Integrated HD Graphics. Dedicated graphics: No. Screen size: 10.1 inches. Weight: 2.1 kg. Price: ₹9500.0. Rating: 3.3 out of 5.",
LAP_904c54d8849c,Dell,Inspiron 7359,7359,dell,"Dell Inspiron 7359 Laptop (Windows 10, 8GB RAM, 500GB HDD, Intel Core i5, Silver, 13.3 inch)",Inspiron,Intel Core i7 6th Gen 6500U,Intel Integrated HD Graphics 520,False,8.0,2.5,4MB,No,8.0,HDD,13.3,,,,,1.63,330.12 x 222.00 x 19.41,330.12,222.0,19.41,Windows 10 Home,802.11 ac,4.0,3,"1 x USB 2.0, 2 x USB 3.0",1,2,3.0,True,False,Yes,Touchpad,3.0,Silver,,Yes,,,Standard,,59990.0,3.13,8.0,38.0,0.0,13.0,13.0,38.0,laptop,LAP_904c54d8849c,"Brand: Dell. Model: Inspiron 7359. Product: Dell Inspiron 7359 Laptop (Windows 10, 8GB RAM, 500GB HDD, Intel Core i5, Silver, 13.3 inch). Processor: Intel Core i7 6th Gen 6500U. RAM: 8.0 GB. Storage capacity: 8.0 GB. Storage type: HDD. Graphics processor: Intel Integrated HD Graphics 520. Dedicated graphics: No. Screen size: 13.3 inches. Weight: 1.63 kg. Price: ₹59990.0. Rating: 3.13 out of 5.",Yes
LAP_5e51c20efa4d,Asus,VivoBook X507UF-EJ101T,X507UF-EJ101T,asus,"Asus Vivobook X507UF-EJ101T Laptop (Windows 10, 8GB RAM, 1000GB HDD, Intel Core i5, Champagne, 15.6 inch)",VivoBook,Intel Core i5 8th Gen 8250U,,,8.0,1.6,6MB,1TB,8.0,HDD,15.6,1920x1080 pixels,1920.0,1080.0,2073600.0,2.65,165.10 x 31.50 x 49.10,165.1,31.5,49.1,Windows 10,,4.0,3,"2 x USB 2.0, 1 x USB 3.0, 1 x USB 3.0 (Type A)",2,2,4.0,False,False,Yes,Touchpad,,Champagne,Yes,Yes,,,,,48990.0,3.9,77.0,14.0,4.0,8.0,26.0,48.0,laptop,LAP_5e51c20efa4d,"Brand: Asus. Model: VivoBook X507UF-EJ101T. Product: Asus Vivobook X507UF-EJ101T Laptop (Windows 10, 8GB RAM, 1000GB HDD, Intel Core i5, Champagne, 15.6 inch). Processor: Intel Core i5 8th Gen 8250U. RAM: 8.0 GB. Storage capacity: 8.0 GB. Storage type: HDD. Screen size: 15.6 inches. Weight: 2.65 kg. Price: ₹48990.0. Rating: 3.9 out of 5.",Yes
LAP_4507bfe5a308,Asus,VivoBook S15 S510UN-BQ070T,S15 S510UN-BQ070T,asus,"Asus Vivobook S15 S510UN-BQ070T Laptop (Windows 10, 8GB RAM, 1000GB HDD, Intel Core i5, Gold Metal, 15.6 inch)",VivoBook,Intel Core i5 8250U,Nvidia GeForce MX150,,8.0,1.6,6MB,No,8.0,HDD,15.6,1920x1080 pixels,1920.0,1080.0,2073600.0,2.1,,,,,Windows 10,,4.0,4,"2 x USB 2.0, 1 x USB 3.0",2,1,3.0,False,False,Yes,Touchpad,,Gold Metal,Yes,Yes,SDXC Card Reader,,,10/100/1000 Base T,57990.0,3.48,114.0,19.0,7.0,14.0,25.0,34.0,laptop,LAP_4507bfe5a308,"Brand: Asus. Model: VivoBook S15 S510UN-BQ070T. Product: Asus Vivobook S15 S510UN-BQ070T Laptop (Windows 10, 8GB RAM, 1000GB HDD, Intel Core i5, Gold Metal, 15.6 inch). Processor: Intel Core i5 8250U. RAM: 8.0 GB. Storage capacity: 8.0 GB. Storage type: HDD. Graphics processor: Nvidia GeForce MX150. Screen size: 15.6 inches. Weight: 2.1 kg. Price: ₹57990.0. Rating: 3.48 out of 5.",Yes
LAP_04bd2218650c,Asus,X540YA-XO106T,X540YA-XO106T,asus,"Asus X540YA-XO106T Laptop (Windows 10, 4GB RAM, 1000GB HDD, AMD Gold, 15.6 inch)",,AMD APU Quad Core A8 7410,AMD Radeon R5,,4.0,2.2,2MB,No,4.0,HDD,15.6,1366x768 pixels,1366.0,768.0,1049088.0,2.0,381.00 x 252.00 x 27.20,381.0,252.0,27.2,Windows 10 Home,802.11 b/g/n,4.0,3,"1 x USB 2.0, 1 x USB 3.0",1,1,2.0,False,False,Yes,Touchpad,3.0,Chocolate Black,Yes,,SDXC Card Reader,Yes,,10/100,24990.0,3.95,376.0,11.0,5.0,10.0,27.0,48.0,laptop,LAP_04bd2218650c,"Brand: Asus. Model: X540YA-XO106T. Product: Asus X540YA-XO106T Laptop (Windows 10, 4GB RAM, 1000GB HDD, AMD Gold, 15.6 inch). Processor: AMD APU Quad Core A8 7410. RAM: 4.0 GB. Storage capacity: 4.0 GB. Storage type: HDD. Graphics processor: AMD Radeon R5. Screen size: 15.6 inches. Weight: 2.0 kg. Price: ₹24990.0. Rating: 3.95 out of 5.",Yes
LAP_85c9f4868089,MSI,Titan GT83VR,Titan GT83VR,msi,"MSI Titan GT83VR Laptop (Windows 10, 32GB RAM, 1000GB HDD, Intel Core i7, Black)",,Intel Core i7 7th Gen 7820HK,Nvidia GeForce GTX 1070,,32.0,2.9,8MB,No,32.0,HDD,18.4,1920x1080 pixels,1920.0,1080.0,2073600.0,5.5,458.00 x 339.00 x 69.00,458.0,339.0,69.0,Windows 10 Home,802.11 a/b,4.1,6,5 x USB 3.0,0,5,5.0,False,False,Yes,Touchpad,8.0,Black,Yes,,,Yes,,,79990.0,,,0.0,0.0,0.0,0.0,0.0,laptop,LAP_85c9f4868089,"Brand: MSI. Model: Titan GT83VR. Product: MSI Titan GT83VR Laptop (Windows 10, 32GB RAM, 1000GB HDD, Intel Core i7, Black). Processor: Intel Core i7 7th Gen 7820HK. RAM: 32.0 GB. Storage capacity: 32.0 GB. Storage type: HDD. Graphics processor: Nvidia GeForce GTX 1070. Screen size: 18.4 inches. Weight: 5.5 kg. Price: ₹79990.0.",Yes
LAP_d7a78e28ae93,Asus,X X541NA-GO125T,X X541NA-GO125T,asus,"Asus X X541NA-GO125T Laptop (Windows 10, 4GB RAM, 1000GB HDD, Intel Pentium, Silver, 15.6 inch)",X Series,Intel Pentium Dual Core 7th Gen,Intel Integrated HD Graphics,False,4.0,1.1,2MB,No,4.0,HDD,15.6,1366x768 pixels,1366.0,768.0,1049088.0,2.0,381.00 x 251.00 x 27.20,381.0,251.0,27.2,Windows 10 Home,802.11 a/b/g/n,4.0,1,"1 x USB 2.0, 1 x USB 3.0",1,1,2.0,False,False,Yes,Touchpad,3.0,Silver Gradient,,,,,,10/100,22990.0,3.63,212.0,20.0,7.0,8.0,20.0,45.0,laptop,LAP_d7a78e28ae93,"Brand: Asus. Model: X X541NA-GO125T. Product: Asus X X541NA-GO125T Laptop (Windows 10, 4GB RAM, 1000GB HDD, Intel Pentium, Silver, 15.6 inch). Processor: Intel Pentium Dual Core 7th Gen. RAM: 4.0 GB. Storage capacity: 4.0 GB. Storage type: HDD. Graphics processor: Intel Integrated HD Graphics. Dedicated graphics: No. Screen size: 15.6 inches. Weight: 2.0 kg. Price: ₹22990.0. Rating: 3.63 out of 5.",Yes
LAP_28066159a9d6,Asus,VivoBook S15 S530UA-DB51-GN,S15 S530UA-DB51-GN,asus,"Asus Vivobook S15 S530UA-DB51-GN Laptop (Windows 10 Home, 8GB RAM, 256GB HDD, Intel Core i5, Blue, 15.6 inch)",VivoBook,Intel Core i5 8250U,Nvidia GeForce MX150,,8.0,1.6,6MB,No,8.0,HDD,15.6,1920x1080 pixels,1920.0,1080.0,2073600.0,2.1,,,,,Windows 10 Home,,4.0,4,"2 x USB 2.0, 1 x USB 3.0",2,1,3.0,False,False,Yes,Touchpad,,Blue,Yes,Yes,SDXC Card Reader,,,10/100/1000 Base T,88299.0,3.93,17.0,0.0,18.0,18.0,18.0,47.0,laptop,LAP_28066159a9d6,"Brand: Asus. Model: VivoBook S15 S530UA-DB51-GN. Product: Asus Vivobook S15 S530UA-DB51-GN Laptop (Windows 10 Home, 8GB RAM, 256GB HDD, Intel Core i5, Blue, 15.6 inch). Processor: Intel Core i5 8250U. RAM: 8.0 GB. Storage capacity: 8.0 GB. Storage type: HDD. Graphics processor: Nvidia GeForce MX150. Screen size: 15.6 inches. Weight: 2.1 kg. Price: ₹88299.0. Rating: 3.93 out of 5.",Yes
LAP_5b4b8149684d,Apple,MacBook Air Z0UV0HN/A,Z0UV0HN/A,apple,"Apple Macbook Air Z0UV0HN/A Laptop (Mac, 8GB RAM, 512GB HDD, Intel Core i5, Silver, 13.3 inch)",MacBook Air,Intel Core i5 5th Gen,Intel Integrated HD Graphics,False,8.0,1.8,3MB,No,8.0,HDD,13.3,1440x900 pixels,1440.0,900.0,1296000.0,1.35,325.00 x 227.00 x 17.00,325.0,227.0,17.0,macOS,802.11 ac,4.0,4,"2 x USB 2.0, 2 x USB 3.0",2,2,4.0,False,False,Yes,Touchpad,,Silver,Yes,Stereo Speakers,SDXC Card Reader,,,,124500.0,,,0.0,0.0,0.0,0.0,0.0,laptop,LAP_5b4b8149684d,"Brand: Apple. Model: MacBook Air Z0UV0HN/A. Product: Apple Macbook Air Z0UV0HN/A Laptop (Mac, 8GB RAM, 512GB HDD, Intel Core i5, Silver, 13.3 inch). Processor: Intel Core i5 5th Gen. RAM: 8.0 GB. Storage capacity: 8.0 GB. Storage type: HDD. Graphics processor: Intel Integrated HD Graphics. Dedicated graphics: No. Screen size: 13.3 inches. Weight: 1.35 kg. Price: ₹124500.0.",Yes
LAP_570943adf549,Asus,VivoBook S14 S406UA-BM231T,S14 S406UA-BM231T,asus,"Asus Vivobook S14 S406UA-BM231T Laptop (Windows 10, 8GB RAM, 256GB HDD, Intel Core i3, Gold, 14.0 Inch)",VivoBook,Intel Core i3 8250U,Intel Integrated UHD Graphics 620,False,8.0,1.6,6MB,No,8.0,HDD,14.0,1920x1080 pixels,1920.0,1080.0,2073600.0,1.3,326.00 x 226.00 x 18.80,326.0,226.0,18.8,Windows 10,802.11 ac,4.1,4,"2 x USB 2.0, 1 x USB 3.0",2,1,3.0,False,False,Yes,Touchpad,3.0,Gold,Yes,Yes,,,,,47990.0,,,0.0,0.0,0.0,0.0,0.0,laptop,LAP_570943adf549,"Brand: Asus. Model: VivoBook S14 S406UA-BM231T. Product: Asus Vivobook S14 S406UA-BM231T Laptop (Windows 10, 8GB RAM, 256GB HDD, Intel Core i3, Gold, 14.0 Inch). Processor: Intel Core i3 8250U. RAM: 8.0 GB. Storage capacity: 8.0 GB. Storage type: HDD. Graphics processor: Intel Integrated UHD Graphics 620. Dedicated graphics: No. Screen size: 14.0 inches. Weight: 1.3 kg. Price: ₹47990.0.",Yes
LAP_52eb04405662,HP,ProBook 445 G2,445 G2,hp,"HP ProBook 445 G2 Laptop (Windows 10, 4GB RAM, 500GB HDD, AMD Black, 14 inch)",ProBook,AMD APU Quad Core A10 7th Gen 7300,AMD Radeon R5,,4.0,1.8,2MB,500GB,4.0,HDD,14.0,,,,,2.89,47.10 x 30.40 x 7.40,47.1,30.4,7.4,Windows 10,,4.0,2,"2 x USB 2.0, 2 x USB 3.0",2,2,4.0,False,False,,,2.0,Black,,,1 Micro SD Card Reader,Yes,Standard,10/100/1000 Base T,35990.0,1.0,2.0,100.0,0.0,0.0,0.0,0.0,laptop,LAP_52eb04405662,"Brand: HP. Model: ProBook 445 G2. Product: HP ProBook 445 G2 Laptop (Windows 10, 4GB RAM, 500GB HDD, AMD Black, 14 inch). Processor: AMD APU Quad Core A10 7th Gen 7300. RAM: 4.0 GB. Storage capacity: 4.0 GB. Storage type: HDD. Graphics processor: AMD Radeon R5. Screen size: 14.0 inches. Weight: 2.89 kg. Price: ₹35990.0. Rating: 1.0 out of 5.",
LAP_7ac2ee624e10,Apple,MacBook Pro MR932HN/A,MR932HN/A,apple,"Apple Macbook Pro MR932HN/A Laptop (Mac, 4GB RAM, 256GB HDD, Intel Core i7, Space Grey, 15.4 inch)",MacBook Pro,Intel Core i7 8th Gen,Radeon Pro 555,,4.0,2.2,9MB,No,4.0,HDD,15.4,2880x1800 pixels,2880.0,1800.0,5184000.0,1.83,349.30 x 240.70 x 15.50,349.3,240.7,15.5,macOS,802.11 a/b/g/n/ac,5.0,4,"4 x USB 3.0, 4 x USB 3.0 (Type C)",0,8,8.0,False,False,Yes,Touchpad,,Space Grey,Yes,Stereo Speakers,,,,,187990.0,5.0,5.0,0.0,0.0,0.0,0.0,100.0,laptop,LAP_7ac2ee624e10,"Brand: Apple. Model: MacBook Pro MR932HN/A. Product: Apple Macbook Pro MR932HN/A Laptop (Mac, 4GB RAM, 256GB HDD, Intel Core i7, Space Grey, 15.4 inch). Processor: Intel Core i7 8th Gen. RAM: 4.0 GB. Storage capacity: 4.0 GB. Storage type: HDD. Graphics processor: Radeon Pro 555. Screen size: 15.4 inches. Weight: 1.83 kg. Price: ₹187990.0. Rating: 5.0 out of 5.",Yes
LAP_d62194cb8a7c,Apple,MacBook Pro MPXR2HN/A,MPXR2HN/A,apple,"Apple Macbook Pro MPXR2HN/A Laptop (Mac, 8GB RAM, 128GB HDD, Intel Core i5, Silver, 13.3 inch)",MacBook Pro,Intel Core i5 7th Gen,Intel Integrated Iris Plus Graphics 640,False,8.0,2.3,,No,8.0,HDD,13.3,2560x1600 pixels,2560.0,1600.0,4096000.0,1.37,304.10 x 212.40 x 14.90,304.1,212.4,14.9,macOS,802.11 ac,4.2,2,2 x Thunderbolt 3 (Type C),0,0,,False,False,Yes,Touchpad,,Silver,Yes,Yes,,,,,112990.0,4.13,15.0,20.0,0.0,0.0,7.0,73.0,laptop,LAP_d62194cb8a7c,"Brand: Apple. Model: MacBook Pro MPXR2HN/A. Product: Apple Macbook Pro MPXR2HN/A Laptop (Mac, 8GB RAM, 128GB HDD, Intel Core i5, Silver, 13.3 inch). Processor: Intel Core i5 7th Gen. RAM: 8.0 GB. Storage capacity: 8.0 GB. Storage type: HDD. Graphics processor: Intel Integrated Iris Plus Graphics 640. Dedicated graphics: No. Screen size: 13.3 inches. Weight: 1.37 kg. Price: ₹112990.0. Rating: 4.13 out of 5.",
LAP_00a5edef17bb,Dell,AW17R3-3758SLV,AW17R3-3758SLV,dell,"Dell AW17R3-3758SLV Laptop (Windows 10, 6GB RAM, 1000GB HDD, Intel Core i7, Grey, 17.3 inch)",,Intel Core i7 6th Gen 6700HQ,Nvidia GeForce GTX 1060,,6.0,2.6,,1TB,6.0,HDD,17.3,1920x1080 pixels,1920.0,1080.0,2073600.0,3.5,305.00 x 39.40 x 38.00,305.0,39.4,38.0,Windows 10,,4.0,3,,0,0,,False,False,Yes,Touchpad,6.0,Grey,Yes,Yes,Yes,Yes,Standard,,179887.0,,,0.0,0.0,0.0,0.0,0.0,laptop,LAP_00a5edef17bb,"Brand: Dell. Model: AW17R3-3758SLV. Product: Dell AW17R3-3758SLV Laptop (Windows 10, 6GB RAM, 1000GB HDD, Intel Core i7, Grey, 17.3 inch). Processor: Intel Core i7 6th Gen 6700HQ. RAM: 6.0 GB. Storage capacity: 6.0 GB. Storage type: HDD. Graphics processor: Nvidia GeForce GTX 1060. Screen size: 17.3 inches. Weight: 3.5 kg. Price: ₹179887.0.",Yes
LAP_7ea6ba798ef2,HP,15G-BR004TU,15G-BR004TU,hp,"HP 15G-BR004TU Laptop (Windows 10, 4GB RAM, 1000GB HDD, Intel Core i3, Silver, 15.6 inch)",,Intel Core i3 7th Gen 7100U,Intel Integrated HD Graphics 620,False,4.0,2.4,3MB,1TB,4.0,HDD,15.6,1920x1080 pixels,1920.0,1080.0,2073600.0,1.86,380.00 x 253.80 x 23.80,380.0,253.8,23.8,Windows 10,802.11 a/b/g/n/ac,4.2,3,1 x USB 2.0,1,0,1.0,False,False,Yes,Touchpad,4.0,Silver,Yes,,,Yes,,10/100/1000 Base T,33990.0,3.36,11.0,9.0,18.0,27.0,18.0,27.0,laptop,LAP_7ea6ba798ef2,"Brand: HP. Model: 15G-BR004TU. Product: HP 15G-BR004TU Laptop (Windows 10, 4GB RAM, 1000GB HDD, Intel Core i3, Silver, 15.6 inch). Processor: Intel Core i3 7th Gen 7100U. RAM: 4.0 GB. Storage capacity: 4.0 GB. Storage type: HDD. Graphics processor: Intel Integrated HD Graphics 620. Dedicated graphics: No. Screen size: 15.6 inches. Weight: 1.86 kg. Price: ₹33990.0. Rating: 3.36 out of 5.",Yes
LAP_c14e266417f3,Lenovo,IdeaPad 320-15IKB,320-15IKB,lenovo,"Lenovo Ideapad 320-15IKB Laptop (Windows 10, 8GB RAM, 1000GB HDD, Intel Core i5, Platinum Grey, 15.6 inch)",IdeaPad,Intel Core i5 7th Gen 7200U,Nvidia GeForce 940MX,,8.0,2.5,3MB,1TB,8.0,HDD,15.6,1366x768 pixels,1366.0,768.0,1049088.0,2.2,,,,,Windows 10,,4.1,3,"2 x USB 3.0, 1 x USB 3.0 (Type C)",0,3,3.0,False,False,Yes,Touchpad,2.0,Platinum Grey,Yes,,,Yes,,100/1000 Base T,53000.0,3.99,6.0,17.0,0.0,17.0,0.0,67.0,laptop,LAP_c14e266417f3,"Brand: Lenovo. Model: IdeaPad 320-15IKB. Product: Lenovo Ideapad 320-15IKB Laptop (Windows 10, 8GB RAM, 1000GB HDD, Intel Core i5, Platinum Grey, 15.6 inch). Processor: Intel Core i5 7th Gen 7200U. RAM: 8.0 GB. Storage capacity: 8.0 GB. Storage type: HDD. Graphics processor: Nvidia GeForce 940MX. Screen size: 15.6 inches. Weight: 2.2 kg. Price: ₹53000.0. Rating: 3.99 out of 5.",Yes
LAP_91ef7c9408af,MSI,Stealth GS63-062,GS63-062,msi,"MSI Stealth GS63-062 Laptop (16GB RAM, 1000GB HDD, Intel Core i7, Aluminum Black, 15.6 inch)",Stealth,Intel Core i7 7th Gen,,,16.0,2.8,6MB,1TB,16.0,HDD,15.6,1920x1080 pixels,1920.0,1080.0,2073600.0,1.8,380.00 x 249.00 x 17.70,380.0,249.0,17.7,Windows 10 Home,802.11 ac,4.2,5,"1 x USB 2.0, 3 x USB 3.0",1,3,4.0,False,False,Yes,Touchpad,3.0,Aluminum Black,Yes,2 Speakers,,Yes,,Killer GB LAN,447159.0,,,0.0,0.0,0.0,0.0,0.0,laptop,LAP_91ef7c9408af,"Brand: MSI. Model: Stealth GS63-062. Product: MSI Stealth GS63-062 Laptop (16GB RAM, 1000GB HDD, Intel Core i7, Aluminum Black, 15.6 inch). Processor: Intel Core i7 7th Gen. RAM: 16.0 GB. Storage capacity: 16.0 GB. Storage type: HDD. Screen size: 15.6 inches. Weight: 1.8 kg. Price: ₹447159.0.",Yes
LAP_2b4fe00715fc,Samsung,NP800G5M-X02US,NP800G5M-X02US,samsung,"Samsung NP800G5M-X02US Laptop (Windows 10, 16GB RAM, 1000GB HDD, Intel Core i7, Storm White, 15.6 inch)",,Intel Core i7 7th Gen 7700HQ,Nvidia GeForce GTX 1060,,16.0,2.8,,1TB,16.0,HDD,15.6,1920x1080 pixels,1920.0,1080.0,2073600.0,2.73,260.00 x 377.90 x 30.70,260.0,377.9,30.7,Windows 10,802.11 a/b/g/n/ac,4.1,3,,0,0,,False,True,Yes,Touchpad,4.0,Storm White,,Stereo Speakers,SD Card Reader,,,,146875.0,4.2,15.0,13.0,7.0,0.0,7.0,73.0,laptop,LAP_2b4fe00715fc,"Brand: Samsung. Model: NP800G5M-X02US. Product: Samsung NP800G5M-X02US Laptop (Windows 10, 16GB RAM, 1000GB HDD, Intel Core i7, Storm White, 15.6 inch). Processor: Intel Core i7 7th Gen 7700HQ. RAM: 16.0 GB. Storage capacity: 16.0 GB. Storage type: HDD. Graphics processor: Nvidia GeForce GTX 1060. Screen size: 15.6 inches. Weight: 2.73 kg. Price: ₹146875.0. Rating: 4.2 out of 5.",Yes
LAP_8089a0a74375,Asus,ZenBook UX305FA-USM1,UX305FA-USM1,asus,"Asus Zenbook UX305FA-USM1 Laptop (Windows 8.1, 8GB RAM, 256GB HDD, Intel Core m, Greyish Black, 13.3 inch)",ZenBook,Intel Core M 5th Gen 5Y10,Intel Integrated HD Graphics,False,8.0,2.0,4MB,No,8.0,HDD,13.3,,,,,1.2,324.00 x 226.00 x 12.30,324.0,226.0,12.3,Windows 8.1,802.11 ac,4.0,3,3 x USB 3.0,0,3,3.0,False,False,Yes,Touchpad,3.0,Greyish Black,Yes,Yes,SDXC Card Reader,,Standard,,117668.0,4.19,80.0,9.0,4.0,6.0,21.0,60.0,laptop,LAP_8089a0a74375,"Brand: Asus. Model: ZenBook UX305FA-USM1. Product: Asus Zenbook UX305FA-USM1 Laptop (Windows 8.1, 8GB RAM, 256GB HDD, Intel Core m, Greyish Black, 13.3 inch). Processor: Intel Core M 5th Gen 5Y10. RAM: 8.0 GB. Storage capacity: 8.0 GB. Storage type: HDD. Graphics processor: Intel Integrated HD Graphics. Dedicated graphics: No. Screen size: 13.3 inches. Weight: 1.2 kg. Price: ₹117668.0. Rating: 4.19 out of 5.",Yes
LAP_25054aa2a99e,Acer,Switch 3 SW312-31-P4G1,3 SW312-31-P4G1,acer,"Acer Switch 3 SW312-31-P4G1 Laptop (Windows 10 Home, 6GB RAM, 64GB HDD, Intel Pentium, Black, 12.2 inch)",Switch,Intel Pentium Dual Core 6006U,Intel Integrated HD Graphics 520,False,6.0,2.0,3MB,No,6.0,HDD,12.5,1366x768 pixels,1366.0,768.0,1049088.0,1.5,341.00 x 236.60 x 17.95,341.0,236.6,17.95,Windows 10 Home,802.11 a/b/g/n/ac,4.0,3,"1 x USB 2.0, 1 x USB 3.0",1,1,2.0,False,False,Yes,Touchpad,4.0,Black,Yes,Stereo Speakers,SD Card Reader,,,,38178.0,4.0,,0.0,0.0,0.0,100.0,0.0,laptop,LAP_25054aa2a99e,"Brand: Acer. Model: Switch 3 SW312-31-P4G1. Product: Acer Switch 3 SW312-31-P4G1 Laptop (Windows 10 Home, 6GB RAM, 64GB HDD, Intel Pentium, Black, 12.2 inch). Processor: Intel Pentium Dual Core 6006U. RAM: 6.0 GB. Storage capacity: 6.0 GB. Storage type: HDD. Graphics processor: Intel Integrated HD Graphics 520. Dedicated graphics: No. Screen size: 12.5 inches. Weight: 1.5 kg. Price: ₹38178.0. Rating: 4.0 out of 5.",Yes
LAP_d65675fb2ad3,Lenovo,Z50,Z50,lenovo,"Lenovo Z50 Laptop (DOS, 4GB RAM, 1000GB HDD, Intel Core i5, Black, 15.6 inch)",Z Series,AMD APU Quad Core 4th Gen 4210U,Intel Integrated HD Graphics 4400,False,4.0,1.7,3MB,1TB,4.0,HDD,15.6,,,,,2.4,384.00 x 265.00 x 25.00,384.0,265.0,25.0,Windows 10,,4.0,3,"2 x USB 2.0, 1 x USB 3.0",2,1,3.0,False,False,Yes,Touchpad,4.0,Black,Yes,2 Speakers,,,Standard,,42000.0,2.91,11.0,45.0,9.0,0.0,0.0,45.0,laptop,LAP_d65675fb2ad3,"Brand: Lenovo. Model: Z50. Product: Lenovo Z50 Laptop (DOS, 4GB RAM, 1000GB HDD, Intel Core i5, Black, 15.6 inch). Processor: AMD APU Quad Core 4th Gen 4210U. RAM: 4.0 GB. Storage capacity: 4.0 GB. Storage type: HDD. Graphics processor: Intel Integrated HD Graphics 4400. Dedicated graphics: No. Screen size: 15.6 inches. Weight: 2.4 kg. Price: ₹42000.0. Rating: 2.91 out of 5.",Yes
LAP_6ee321528828,HP,15-BR104TX,15-BR104TX,hp,"HP 15-BR104TX Laptop (Windows 10, 8GB RAM, 1000GB HDD, Intel Core i5, Silver, 15.6 inch)",,Intel Core i5 8th Gen 8250U,AMD Radeon 520 Graphics,,8.0,1.6,6MB,No,8.0,HDD,15.6,1920x1080 pixels,1920.0,1080.0,2073600.0,2.1,380.00 x 253.75 x 23.88,380.0,253.75,23.88,Windows 10 Home,802.11 ac,4.2,3,"1 x USB 2.0, 2 x USB 3.0",1,2,3.0,False,False,Yes,Touchpad,4.0,Natural Silver,Yes,,,Yes,,10/100/1000 Base T,57490.0,3.0,,0.0,0.0,100.0,0.0,0.0,laptop,LAP_6ee321528828,"Brand: HP. Model: 15-BR104TX. Product: HP 15-BR104TX Laptop (Windows 10, 8GB RAM, 1000GB HDD, Intel Core i5, Silver, 15.6 inch). Processor: Intel Core i5 8th Gen 8250U. RAM: 8.0 GB. Storage capacity: 8.0 GB. Storage type: HDD. Graphics processor: AMD Radeon 520 Graphics. Screen size: 15.6 inches. Weight: 2.1 kg. Price: ₹57490.0. Rating: 3.0 out of 5.",Yes
LAP_2860f713d782,Asus,ZenBook 13 UX331UAL,UX331UAL,asus,"Asus ZenBook 13 UX331UAL Laptop (Windows 10, 8GB RAM, 256GB HDD, Intel Core i5, Rose Gold, 13.3 inch)",ZenBook 13,Intel Core i5 8th Gen 8250U,Intel Integrated UHD Graphics 620,False,8.0,1.6,6MB,No,8.0,HDD,13.3,1920x1080 pixels,1920.0,1080.0,2073600.0,0.9,310.00 x 216.00 x 13.90,310.0,216.0,13.9,Windows 10,802.11 ac,4.2,3,2 x USB 3.0,0,2,2.0,False,False,Yes,Touchpad,3.0,Rose Gold,Yes,Yes,SDXC Card Reader,,,,61500.0,2.67,3.0,33.0,0.0,33.0,33.0,0.0,laptop,LAP_2860f713d782,"Brand: Asus. Model: ZenBook 13 UX331UAL. Product: Asus ZenBook 13 UX331UAL Laptop (Windows 10, 8GB RAM, 256GB HDD, Intel Core i5, Rose Gold, 13.3 inch). Processor: Intel Core i5 8th Gen 8250U. RAM: 8.0 GB. Storage capacity: 8.0 GB. Storage type: HDD. Graphics processor: Intel Integrated UHD Graphics 620. Dedicated graphics: No. Screen size: 13.3 inches. Weight: 0.9 kg. Price: ₹61500.0. Rating: 2.67 out of 5.",Yes
